p_conc,initial_prediction
"(array([7.11483853e-04, 5.06209273e-07]), array([-1.76065992e-03,  3.09992335e-06]), array([-3.28280961e-03,  1.07768389e-05]), array([-1.86505369e-03,  3.47842527e-06]), array([3.73139207e-03, 1.39232868e-05]), array([-8.84830456e-03,  7.82924936e-05]), array([-2.40714476e-03,  5.79434588e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.53678e-05
"(array([-1.76065992e-03,  3.09992335e-06]), array([-3.28280961e-03,  1.07768389e-05]), array([-1.86505369e-03,  3.47842527e-06]), array([3.73139207e-03, 1.39232868e-05]), array([-8.84830456e-03,  7.82924936e-05]), array([-2.40714476e-03,  5.79434588e-06]), array([0.01277166, 0.00016312]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00016312
"(array([-3.28280961e-03,  1.07768389e-05]), array([-1.86505369e-03,  3.47842527e-06]), array([3.73139207e-03, 1.39232868e-05]), array([-8.84830456e-03,  7.82924936e-05]), array([-2.40714476e-03,  5.79434588e-06]), array([0.01277166, 0.00016312]), array([-9.88954012e-03,  9.78030037e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00011626512767754219
"(array([-1.86505369e-03,  3.47842527e-06]), array([3.73139207e-03, 1.39232868e-05]), array([-8.84830456e-03,  7.82924936e-05]), array([-2.40714476e-03,  5.79434588e-06]), array([0.01277166, 0.00016312]), array([-9.88954012e-03,  9.78030037e-05]), array([9.68448784e-04, 9.37893047e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.256068242550948e-05
"(array([3.73139207e-03, 1.39232868e-05]), array([-8.84830456e-03,  7.82924936e-05]), array([-2.40714476e-03,  5.79434588e-06]), array([0.01277166, 0.00016312]), array([-9.88954012e-03,  9.78030037e-05]), array([9.68448784e-04, 9.37893047e-07]), array([-4.69724357e-04,  2.20640972e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001450316255562609
"(array([-8.84830456e-03,  7.82924936e-05]), array([-2.40714476e-03,  5.79434588e-06]), array([0.01277166, 0.00016312]), array([-9.88954012e-03,  9.78030037e-05]), array([9.68448784e-04, 9.37893047e-07]), array([-4.69724357e-04,  2.20640972e-07]), array([2.71464133e-03, 7.36927756e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.110234434727419e-05
"(array([-2.40714476e-03,  5.79434588e-06]), array([0.01277166, 0.00016312]), array([-9.88954012e-03,  9.78030037e-05]), array([9.68448784e-04, 9.37893047e-07]), array([-4.69724357e-04,  2.20640972e-07]), array([2.71464133e-03, 7.36927756e-06]), array([5.49286881e-03, 3.01716077e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004930492519999998
"(array([0.01277166, 0.00016312]), array([-9.88954012e-03,  9.78030037e-05]), array([9.68448784e-04, 9.37893047e-07]), array([-4.69724357e-04,  2.20640972e-07]), array([2.71464133e-03, 7.36927756e-06]), array([5.49286881e-03, 3.01716077e-05]), array([-2.85710398e-03,  8.16304318e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.898558213896159e-05
"(array([-9.88954012e-03,  9.78030037e-05]), array([9.68448784e-04, 9.37893047e-07]), array([-4.69724357e-04,  2.20640972e-07]), array([2.71464133e-03, 7.36927756e-06]), array([5.49286881e-03, 3.01716077e-05]), array([-2.85710398e-03,  8.16304318e-06]), array([-8.48114078e-03,  7.19297490e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001157478215834247
"(array([9.68448784e-04, 9.37893047e-07]), array([-4.69724357e-04,  2.20640972e-07]), array([2.71464133e-03, 7.36927756e-06]), array([5.49286881e-03, 3.01716077e-05]), array([-2.85710398e-03,  8.16304318e-06]), array([-8.48114078e-03,  7.19297490e-05]), array([-0.02113241,  0.00044658]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00019186949335765158
"(array([-4.69724357e-04,  2.20640972e-07]), array([2.71464133e-03, 7.36927756e-06]), array([5.49286881e-03, 3.01716077e-05]), array([-2.85710398e-03,  8.16304318e-06]), array([-8.48114078e-03,  7.19297490e-05]), array([-0.02113241,  0.00044658]), array([-0.03185518,  0.00101475]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0008560842112001559
"(array([2.71464133e-03, 7.36927756e-06]), array([5.49286881e-03, 3.01716077e-05]), array([-2.85710398e-03,  8.16304318e-06]), array([-8.48114078e-03,  7.19297490e-05]), array([-0.02113241,  0.00044658]), array([-0.03185518,  0.00101475]), array([-0.04339756,  0.00188335]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00188335
"(array([5.49286881e-03, 3.01716077e-05]), array([-2.85710398e-03,  8.16304318e-06]), array([-8.48114078e-03,  7.19297490e-05]), array([-0.02113241,  0.00044658]), array([-0.03185518,  0.00101475]), array([-0.04339756,  0.00188335]), array([-9.72268685e-03,  9.45306395e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001543868502472885
"(array([-2.85710398e-03,  8.16304318e-06]), array([-8.48114078e-03,  7.19297490e-05]), array([-0.02113241,  0.00044658]), array([-0.03185518,  0.00101475]), array([-0.04339756,  0.00188335]), array([-9.72268685e-03,  9.45306395e-05]), array([0.03881977, 0.00150697]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00226837
"(array([-8.48114078e-03,  7.19297490e-05]), array([-0.02113241,  0.00044658]), array([-0.03185518,  0.00101475]), array([-0.04339756,  0.00188335]), array([-9.72268685e-03,  9.45306395e-05]), array([0.03881977, 0.00150697]), array([0.02389422, 0.00057093]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003260644
"(array([-0.02113241,  0.00044658]), array([-0.03185518,  0.00101475]), array([-0.04339756,  0.00188335]), array([-9.72268685e-03,  9.45306395e-05]), array([0.03881977, 0.00150697]), array([0.02389422, 0.00057093]), array([-1.74937711e-03,  3.06032026e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000370316615055
"(array([-0.03185518,  0.00101475]), array([-0.04339756,  0.00188335]), array([-9.72268685e-03,  9.45306395e-05]), array([0.03881977, 0.00150697]), array([0.02389422, 0.00057093]), array([-1.74937711e-03,  3.06032026e-06]), array([-8.34651788e-03,  6.96643607e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0006467062616614801
"(array([-0.04339756,  0.00188335]), array([-9.72268685e-03,  9.45306395e-05]), array([0.03881977, 0.00150697]), array([0.02389422, 0.00057093]), array([-1.74937711e-03,  3.06032026e-06]), array([-8.34651788e-03,  6.96643607e-05]), array([-0.03311424,  0.00109655]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0012013594071776795
"(array([-9.72268685e-03,  9.45306395e-05]), array([0.03881977, 0.00150697]), array([0.02389422, 0.00057093]), array([-1.74937711e-03,  3.06032026e-06]), array([-8.34651788e-03,  6.96643607e-05]), array([-0.03311424,  0.00109655]), array([0.02204366, 0.00048592]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0005771628594554743
"(array([0.03881977, 0.00150697]), array([0.02389422, 0.00057093]), array([-1.74937711e-03,  3.06032026e-06]), array([-8.34651788e-03,  6.96643607e-05]), array([-0.03311424,  0.00109655]), array([0.02204366, 0.00048592]), array([6.20536707e-04, 3.85065805e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0009328245638816317
"(array([0.02389422, 0.00057093]), array([-1.74937711e-03,  3.06032026e-06]), array([-8.34651788e-03,  6.96643607e-05]), array([-0.03311424,  0.00109655]), array([0.02204366, 0.00048592]), array([6.20536707e-04, 3.85065805e-07]), array([-0.01472962,  0.00021696]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004871704089215716
"(array([-1.74937711e-03,  3.06032026e-06]), array([-8.34651788e-03,  6.96643607e-05]), array([-0.03311424,  0.00109655]), array([0.02204366, 0.00048592]), array([6.20536707e-04, 3.85065805e-07]), array([-0.01472962,  0.00021696]), array([5.70686007e-03, 3.25682519e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0005353201998022187
"(array([-8.34651788e-03,  6.96643607e-05]), array([-0.03311424,  0.00109655]), array([0.02204366, 0.00048592]), array([6.20536707e-04, 3.85065805e-07]), array([-0.01472962,  0.00021696]), array([5.70686007e-03, 3.25682519e-05]), array([0.01871148, 0.00035012]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00015456
"(array([-0.03311424,  0.00109655]), array([0.02204366, 0.00048592]), array([6.20536707e-04, 3.85065805e-07]), array([-0.01472962,  0.00021696]), array([5.70686007e-03, 3.25682519e-05]), array([0.01871148, 0.00035012]), array([-0.01431869,  0.00020502]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0009500257626535693
"(array([0.02204366, 0.00048592]), array([6.20536707e-04, 3.85065805e-07]), array([-0.01472962,  0.00021696]), array([5.70686007e-03, 3.25682519e-05]), array([0.01871148, 0.00035012]), array([-0.01431869,  0.00020502]), array([5.63430963e-03, 3.17454450e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00075614
"(array([6.20536707e-04, 3.85065805e-07]), array([-0.01472962,  0.00021696]), array([5.70686007e-03, 3.25682519e-05]), array([0.01871148, 0.00035012]), array([-0.01431869,  0.00020502]), array([5.63430963e-03, 3.17454450e-05]), array([4.11956504e-03, 1.69708161e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.594e-05
"(array([-0.01472962,  0.00021696]), array([5.70686007e-03, 3.25682519e-05]), array([0.01871148, 0.00035012]), array([-0.01431869,  0.00020502]), array([5.63430963e-03, 3.17454450e-05]), array([4.11956504e-03, 1.69708161e-05]), array([-3.47444337e-03,  1.20717567e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.4583e-05
"(array([5.70686007e-03, 3.25682519e-05]), array([0.01871148, 0.00035012]), array([-0.01431869,  0.00020502]), array([5.63430963e-03, 3.17454450e-05]), array([4.11956504e-03, 1.69708161e-05]), array([-3.47444337e-03,  1.20717567e-05]), array([0.01260354, 0.00015885]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00011420956078844184
"(array([0.01871148, 0.00035012]), array([-0.01431869,  0.00020502]), array([5.63430963e-03, 3.17454450e-05]), array([4.11956504e-03, 1.69708161e-05]), array([-3.47444337e-03,  1.20717567e-05]), array([0.01260354, 0.00015885]), array([8.56054568e-03, 7.32829423e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00037896
"(array([-0.01431869,  0.00020502]), array([5.63430963e-03, 3.17454450e-05]), array([4.11956504e-03, 1.69708161e-05]), array([-3.47444337e-03,  1.20717567e-05]), array([0.01260354, 0.00015885]), array([8.56054568e-03, 7.32829423e-05]), array([-2.52882695e-03,  6.39496574e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",7.293202048783349e-05
"(array([5.63430963e-03, 3.17454450e-05]), array([4.11956504e-03, 1.69708161e-05]), array([-3.47444337e-03,  1.20717567e-05]), array([0.01260354, 0.00015885]), array([8.56054568e-03, 7.32829423e-05]), array([-2.52882695e-03,  6.39496574e-06]), array([-0.01677902,  0.00028154]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004340707871412186
"(array([4.11956504e-03, 1.69708161e-05]), array([-3.47444337e-03,  1.20717567e-05]), array([0.01260354, 0.00015885]), array([8.56054568e-03, 7.32829423e-05]), array([-2.52882695e-03,  6.39496574e-06]), array([-0.01677902,  0.00028154]), array([5.37030308e-03, 2.88401551e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",7.64873748476722e-05
"(array([-3.47444337e-03,  1.20717567e-05]), array([0.01260354, 0.00015885]), array([8.56054568e-03, 7.32829423e-05]), array([-2.52882695e-03,  6.39496574e-06]), array([-0.01677902,  0.00028154]), array([5.37030308e-03, 2.88401551e-05]), array([-0.01310431,  0.00017172]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001880884006976824
"(array([0.01260354, 0.00015885]), array([8.56054568e-03, 7.32829423e-05]), array([-2.52882695e-03,  6.39496574e-06]), array([-0.01677902,  0.00028154]), array([5.37030308e-03, 2.88401551e-05]), array([-0.01310431,  0.00017172]), array([-1.80361287e-03,  3.25301937e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.07869e-05
"(array([8.56054568e-03, 7.32829423e-05]), array([-2.52882695e-03,  6.39496574e-06]), array([-0.01677902,  0.00028154]), array([5.37030308e-03, 2.88401551e-05]), array([-0.01310431,  0.00017172]), array([-1.80361287e-03,  3.25301937e-06]), array([-3.10984397e-03,  9.67112950e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.52961e-05
"(array([-2.52882695e-03,  6.39496574e-06]), array([-0.01677902,  0.00028154]), array([5.37030308e-03, 2.88401551e-05]), array([-0.01310431,  0.00017172]), array([-1.80361287e-03,  3.25301937e-06]), array([-3.10984397e-03,  9.67112950e-06]), array([-5.01993754e-04,  2.51997729e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",6.088082948098679e-05
"(array([-0.01677902,  0.00028154]), array([5.37030308e-03, 2.88401551e-05]), array([-0.01310431,  0.00017172]), array([-1.80361287e-03,  3.25301937e-06]), array([-3.10984397e-03,  9.67112950e-06]), array([-5.01993754e-04,  2.51997729e-07]), array([-0.02543183,  0.00064678]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00064678
"(array([5.37030308e-03, 2.88401551e-05]), array([-0.01310431,  0.00017172]), array([-1.80361287e-03,  3.25301937e-06]), array([-3.10984397e-03,  9.67112950e-06]), array([-5.01993754e-04,  2.51997729e-07]), array([-0.02543183,  0.00064678]), array([1.06196006e-05, 1.12775917e-10]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00032644717921923873
"(array([-0.01310431,  0.00017172]), array([-1.80361287e-03,  3.25301937e-06]), array([-3.10984397e-03,  9.67112950e-06]), array([-5.01993754e-04,  2.51997729e-07]), array([-0.02543183,  0.00064678]), array([1.06196006e-05, 1.12775917e-10]), array([0.01853352, 0.00034349]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00034349
"(array([-1.80361287e-03,  3.25301937e-06]), array([-3.10984397e-03,  9.67112950e-06]), array([-5.01993754e-04,  2.51997729e-07]), array([-0.02543183,  0.00064678]), array([1.06196006e-05, 1.12775917e-10]), array([0.01853352, 0.00034349]), array([2.58714848e-03, 6.69333724e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.1332e-06
"(array([-3.10984397e-03,  9.67112950e-06]), array([-5.01993754e-04,  2.51997729e-07]), array([-0.02543183,  0.00064678]), array([1.06196006e-05, 1.12775917e-10]), array([0.01853352, 0.00034349]), array([2.58714848e-03, 6.69333724e-06]), array([0.01445172, 0.00020885]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00021210229065045524
"(array([-5.01993754e-04,  2.51997729e-07]), array([-0.02543183,  0.00064678]), array([1.06196006e-05, 1.12775917e-10]), array([0.01853352, 0.00034349]), array([2.58714848e-03, 6.69333724e-06]), array([0.01445172, 0.00020885]), array([0.0183797 , 0.00033781]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00022720097758869567
"(array([-0.02543183,  0.00064678]), array([1.06196006e-05, 1.12775917e-10]), array([0.01853352, 0.00034349]), array([2.58714848e-03, 6.69333724e-06]), array([0.01445172, 0.00020885]), array([0.0183797 , 0.00033781]), array([-3.55813075e-03,  1.26602944e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0007433424391045185
"(array([1.06196006e-05, 1.12775917e-10]), array([0.01853352, 0.00034349]), array([2.58714848e-03, 6.69333724e-06]), array([0.01445172, 0.00020885]), array([0.0183797 , 0.00033781]), array([-3.55813075e-03,  1.26602944e-05]), array([7.87035395e-03, 6.19424714e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00016208116702084928
"(array([0.01853352, 0.00034349]), array([2.58714848e-03, 6.69333724e-06]), array([0.01445172, 0.00020885]), array([0.0183797 , 0.00033781]), array([-3.55813075e-03,  1.26602944e-05]), array([7.87035395e-03, 6.19424714e-05]), array([8.57899132e-03, 7.35990921e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00061073
"(array([2.58714848e-03, 6.69333724e-06]), array([0.01445172, 0.00020885]), array([0.0183797 , 0.00033781]), array([-3.55813075e-03,  1.26602944e-05]), array([7.87035395e-03, 6.19424714e-05]), array([8.57899132e-03, 7.35990921e-05]), array([7.44690392e-04, 5.54563780e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00013438046723143464
"(array([0.01445172, 0.00020885]), array([0.0183797 , 0.00033781]), array([-3.55813075e-03,  1.26602944e-05]), array([7.87035395e-03, 6.19424714e-05]), array([8.57899132e-03, 7.35990921e-05]), array([7.44690392e-04, 5.54563780e-07]), array([9.92058653e-04, 9.84180370e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0009780588748301094
"(array([0.0183797 , 0.00033781]), array([-3.55813075e-03,  1.26602944e-05]), array([7.87035395e-03, 6.19424714e-05]), array([8.57899132e-03, 7.35990921e-05]), array([7.44690392e-04, 5.54563780e-07]), array([9.92058653e-04, 9.84180370e-07]), array([-6.62074540e-03,  4.38342697e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.37e-05
"(array([-3.55813075e-03,  1.26602944e-05]), array([7.87035395e-03, 6.19424714e-05]), array([8.57899132e-03, 7.35990921e-05]), array([7.44690392e-04, 5.54563780e-07]), array([9.92058653e-04, 9.84180370e-07]), array([-6.62074540e-03,  4.38342697e-05]), array([-4.60207905e-03,  2.11791316e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00019898314016921704
"(array([7.87035395e-03, 6.19424714e-05]), array([8.57899132e-03, 7.35990921e-05]), array([7.44690392e-04, 5.54563780e-07]), array([9.92058653e-04, 9.84180370e-07]), array([-6.62074540e-03,  4.38342697e-05]), array([-4.60207905e-03,  2.11791316e-05]), array([0.01494912, 0.00022348]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00028543792057692853
"(array([8.57899132e-03, 7.35990921e-05]), array([7.44690392e-04, 5.54563780e-07]), array([9.92058653e-04, 9.84180370e-07]), array([-6.62074540e-03,  4.38342697e-05]), array([-4.60207905e-03,  2.11791316e-05]), array([0.01494912, 0.00022348]), array([3.92404818e-03, 1.53981541e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00015313047329169134
"(array([7.44690392e-04, 5.54563780e-07]), array([9.92058653e-04, 9.84180370e-07]), array([-6.62074540e-03,  4.38342697e-05]), array([-4.60207905e-03,  2.11791316e-05]), array([0.01494912, 0.00022348]), array([3.92404818e-03, 1.53981541e-05]), array([1.00810178e-03, 1.01626920e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.0522244464765306e-06
"(array([9.92058653e-04, 9.84180370e-07]), array([-6.62074540e-03,  4.38342697e-05]), array([-4.60207905e-03,  2.11791316e-05]), array([0.01494912, 0.00022348]), array([3.92404818e-03, 1.53981541e-05]), array([1.00810178e-03, 1.01626920e-06]), array([-9.29384092e-04,  8.63754790e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.5727e-13
"(array([-6.62074540e-03,  4.38342697e-05]), array([-4.60207905e-03,  2.11791316e-05]), array([0.01494912, 0.00022348]), array([3.92404818e-03, 1.53981541e-05]), array([1.00810178e-03, 1.01626920e-06]), array([-9.29384092e-04,  8.63754790e-07]), array([-6.02997065e-03,  3.63605461e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.52851e-05
