,p_conc,initial_prediction,refined_prediction_0,refined_prediction_1,refined_prediction_2,y_true,tau,regime
660,"(array([2.30269839e-03, 5.30241989e-06]), array([-0.02006717,  0.00040269]), array([6.27946327e-03, 3.94316589e-05]), array([0.01007247, 0.00010145]), array([0.01382414, 0.00019111]), array([-0.01509175,  0.00022776]), array([-0.01789234,  0.00032014]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003390202248,0.0002,6.5e-05,6.48e-05,6.4792876887499e-05,0.00010219416970491771,low
661,"(array([-0.02006717,  0.00040269]), array([6.27946327e-03, 3.94316589e-05]), array([0.01007247, 0.00010145]), array([0.01382414, 0.00019111]), array([-0.01509175,  0.00022776]), array([-0.01789234,  0.00032014]), array([8.04940227e-03, 6.47928769e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003641852101331,0.0002,8.313557075771745e-05,0.0002,8.313557075771745e-05,0.00010219416970491771,low
662,"(array([6.27946327e-03, 3.94316589e-05]), array([0.01007247, 0.00010145]), array([0.01382414, 0.00019111]), array([-0.01509175,  0.00022776]), array([-0.01789234,  0.00032014]), array([8.04940227e-03, 6.47928769e-05]), array([9.11787096e-03, 8.31355708e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.433e-05,0.0002,0.00015,0.000175,0.00014700325787775316,0.00010219416970491771,high
663,"(array([0.01007247, 0.00010145]), array([0.01382414, 0.00019111]), array([-0.01509175,  0.00022776]), array([-0.01789234,  0.00032014]), array([8.04940227e-03, 6.47928769e-05]), array([9.11787096e-03, 8.31355708e-05]), array([0.01212449, 0.000147  ]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.755e-05,5e-06,5.2e-06,0.0001,5.212547806628361e-06,0.00010219416970491771,low
664,"(array([0.01382414, 0.00019111]), array([-0.01509175,  0.00022776]), array([-0.01789234,  0.00032014]), array([8.04940227e-03, 6.47928769e-05]), array([9.11787096e-03, 8.31355708e-05]), array([0.01212449, 0.000147  ]), array([-2.28310048e-03,  5.21254781e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.104e-05,3e-05,4e-05,3.81329151166602e-06,3.8132915116660197e-06,0.00010219416970491771,low
665,"(array([-0.01509175,  0.00022776]), array([-0.01789234,  0.00032014]), array([8.04940227e-03, 6.47928769e-05]), array([9.11787096e-03, 8.31355708e-05]), array([0.01212449, 0.000147  ]), array([-2.28310048e-03,  5.21254781e-06]), array([-1.95276509e-03,  3.81329151e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",6.666e-05,0.0001,0.000129,0.0001,0.00012919932643103656,0.00010219416970491771,high
666,"(array([-0.01789234,  0.00032014]), array([8.04940227e-03, 6.47928769e-05]), array([9.11787096e-03, 8.31355708e-05]), array([0.01212449, 0.000147  ]), array([-2.28310048e-03,  5.21254781e-06]), array([-1.95276509e-03,  3.81329151e-06]), array([0.01136659, 0.0001292 ]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0002330888492999,6.726193230064217e-05,6.5e-05,6e-05,6.726193230064217e-05,0.00010219416970491771,low
667,"(array([8.04940227e-03, 6.47928769e-05]), array([9.11787096e-03, 8.31355708e-05]), array([0.01212449, 0.000147  ]), array([-2.28310048e-03,  5.21254781e-06]), array([-1.95276509e-03,  3.81329151e-06]), array([0.01136659, 0.0001292 ]), array([-8.20133723e-03,  6.72619323e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001706794682046,0.0001,5.88762849148744e-06,0.0001,5.88762849148744e-06,0.00010219416970491771,low
668,"(array([9.11787096e-03, 8.31355708e-05]), array([0.01212449, 0.000147  ]), array([-2.28310048e-03,  5.21254781e-06]), array([-1.95276509e-03,  3.81329151e-06]), array([0.01136659, 0.0001292 ]), array([-8.20133723e-03,  6.72619323e-05]), array([-2.42644359e-03,  5.88762849e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",6.559e-05,0.0001,0.000476,0.000475,0.0004762859999878311,0.00010219416970491771,high
669,"(array([0.01212449, 0.000147  ]), array([-2.28310048e-03,  5.21254781e-06]), array([-1.95276509e-03,  3.81329151e-06]), array([0.01136659, 0.0001292 ]), array([-8.20133723e-03,  6.72619323e-05]), array([-2.42644359e-03,  5.88762849e-06]), array([-0.02182398,  0.00047629]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00047629,0.0002,6.027738227879376e-06,0.0002,6.027738227879376e-06,0.00010219416970491771,low
670,"(array([-2.28310048e-03,  5.21254781e-06]), array([-1.95276509e-03,  3.81329151e-06]), array([0.01136659, 0.0001292 ]), array([-8.20133723e-03,  6.72619323e-05]), array([-2.42644359e-03,  5.88762849e-06]), array([-0.02182398,  0.00047629]), array([2.45514526e-03, 6.02773823e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.538375594368129e-06,0.0002,0.000174,0.0002,0.0001743581407915847,0.00010219416970491771,high
671,"(array([-1.95276509e-03,  3.81329151e-06]), array([0.01136659, 0.0001292 ]), array([-8.20133723e-03,  6.72619323e-05]), array([-2.42644359e-03,  5.88762849e-06]), array([-0.02182398,  0.00047629]), array([2.45514526e-03, 6.02773823e-06]), array([-0.01320447,  0.00017436]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0008322669,0.0002,0.0006006251791896,0.0002,0.0006006251791896156,0.00010219416970491771,high
672,"(array([0.01136659, 0.0001292 ]), array([-8.20133723e-03,  6.72619323e-05]), array([-2.42644359e-03,  5.88762849e-06]), array([-0.02182398,  0.00047629]), array([2.45514526e-03, 6.02773823e-06]), array([-0.01320447,  0.00017436]), array([-0.02450766,  0.00060063]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000343134464156,0.0003,0.0002,0.00025,0.00013944048482877577,0.00010219416970491771,high
673,"(array([-8.20133723e-03,  6.72619323e-05]), array([-2.42644359e-03,  5.88762849e-06]), array([-0.02182398,  0.00047629]), array([2.45514526e-03, 6.02773823e-06]), array([-0.01320447,  0.00017436]), array([-0.02450766,  0.00060063]), array([-0.01180849,  0.00013944]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00022667170302,8.770599274124537e-07,0.0003,8.770599274124537e-07,8.770599274124537e-07,0.00010219416970491771,low
674,"(array([-2.42644359e-03,  5.88762849e-06]), array([-0.02182398,  0.00047629]), array([2.45514526e-03, 6.02773823e-06]), array([-0.01320447,  0.00017436]), array([-0.02450766,  0.00060063]), array([-0.01180849,  0.00013944]), array([9.36514777e-04, 8.77059927e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000153953332236,6.637345380112653e-05,0.0002,6.6e-05,6.637345380114653e-05,0.00010219416970491771,low
675,"(array([-0.02182398,  0.00047629]), array([2.45514526e-03, 6.02773823e-06]), array([-0.01320447,  0.00017436]), array([-0.02450766,  0.00060063]), array([-0.01180849,  0.00013944]), array([9.36514777e-04, 8.77059927e-07]), array([8.14699048e-03, 6.63734538e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0005400836497364,0.0001,0.0005,0.0002,0.0006219511446669065,0.00010219416970491771,high
676,"(array([2.45514526e-03, 6.02773823e-06]), array([-0.01320447,  0.00017436]), array([-0.02450766,  0.00060063]), array([-0.01180849,  0.00013944]), array([9.36514777e-04, 8.77059927e-07]), array([8.14699048e-03, 6.63734538e-05]), array([-0.02493895,  0.00062195]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00060063,0.0002,0.00025,0.00026,0.0002600505177220058,0.00010219416970491771,high
677,"(array([-0.01320447,  0.00017436]), array([-0.02450766,  0.00060063]), array([-0.01180849,  0.00013944]), array([9.36514777e-04, 8.77059927e-07]), array([8.14699048e-03, 6.63734538e-05]), array([-0.02493895,  0.00062195]), array([0.01612608, 0.00026005]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",6.824e-05,0.0003,0.0004,0.0003,0.0004890590538251861,0.00010219416970491771,high
678,"(array([-0.02450766,  0.00060063]), array([-0.01180849,  0.00013944]), array([9.36514777e-04, 8.77059927e-07]), array([8.14699048e-03, 6.63734538e-05]), array([-0.02493895,  0.00062195]), array([0.01612608, 0.00026005]), array([-0.02211468,  0.00048906]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00048906,1.8562968275889053e-07,0.0005,1.8562968275889053e-07,1.8562968275889053e-07,0.00010219416970491771,low
679,"(array([-0.01180849,  0.00013944]), array([9.36514777e-04, 8.77059927e-07]), array([8.14699048e-03, 6.63734538e-05]), array([-0.02493895,  0.00062195]), array([0.01612608, 0.00026005]), array([-0.02211468,  0.00048906]), array([4.30847633e-04, 1.85629683e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001835822,8e-07,8.2e-07,8.1e-07,8.069999655179624e-07,0.00010219416970491771,low
680,"(array([9.36514777e-04, 8.77059927e-07]), array([8.14699048e-03, 6.63734538e-05]), array([-0.02493895,  0.00062195]), array([0.01612608, 0.00026005]), array([-0.02211468,  0.00048906]), array([4.30847633e-04, 1.85629683e-07]), array([8.98331768e-04, 8.06999966e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001004156459865,0.0002,0.00015,0.00016,0.00014697922237560116,0.00010219416970491771,high
681,"(array([8.14699048e-03, 6.63734538e-05]), array([-0.02493895,  0.00062195]), array([0.01612608, 0.00026005]), array([-0.02211468,  0.00048906]), array([4.30847633e-04, 1.85629683e-07]), array([8.98331768e-04, 8.06999966e-07]), array([-0.0121235 ,  0.00014698]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00014467,2.0752791541822112e-05,2e-05,2.5e-05,2.0752791541822112e-05,0.00010219416970491771,low
682,"(array([-0.02493895,  0.00062195]), array([0.01612608, 0.00026005]), array([-0.02211468,  0.00048906]), array([4.30847633e-04, 1.85629683e-07]), array([8.98331768e-04, 8.06999966e-07]), array([-0.0121235 ,  0.00014698]), array([4.55552319e-03, 2.07527915e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001788302233282,0.0001,0.0004,0.00035,0.0004313404932028866,0.00010219416970491771,high
683,"(array([0.01612608, 0.00026005]), array([-0.02211468,  0.00048906]), array([4.30847633e-04, 1.85629683e-07]), array([8.98331768e-04, 8.06999966e-07]), array([-0.0121235 ,  0.00014698]), array([4.55552319e-03, 2.07527915e-05]), array([0.02076874, 0.00043134]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004330039193538,0.0002,0.000235,0.0002,0.00023495674041433968,0.00010219416970491771,high
684,"(array([-0.02211468,  0.00048906]), array([4.30847633e-04, 1.85629683e-07]), array([8.98331768e-04, 8.06999966e-07]), array([-0.0121235 ,  0.00014698]), array([4.55552319e-03, 2.07527915e-05]), array([0.02076874, 0.00043134]), array([-0.0153283 ,  0.00023496]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0007945258,0.0002,0.000181,0.0002,0.00018173407823302026,0.00010219416970491771,high
685,"(array([4.30847633e-04, 1.85629683e-07]), array([8.98331768e-04, 8.06999966e-07]), array([-0.0121235 ,  0.00014698]), array([4.55552319e-03, 2.07527915e-05]), array([0.02076874, 0.00043134]), array([-0.0153283 ,  0.00023496]), array([0.01348088, 0.00018173]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001373031981571,0.00012,0.0003,0.00012,0.0001194294413870139,0.00010219416970491771,high
686,"(array([8.98331768e-04, 8.06999966e-07]), array([-0.0121235 ,  0.00014698]), array([4.55552319e-03, 2.07527915e-05]), array([0.02076874, 0.00043134]), array([-0.0153283 ,  0.00023496]), array([0.01348088, 0.00018173]), array([-0.01092838,  0.00011943]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003889918263765,0.0002,2.6e-05,2.4e-05,2.6402911535294734e-05,0.00010219416970491771,low
687,"(array([-0.0121235 ,  0.00014698]), array([4.55552319e-03, 2.07527915e-05]), array([0.02076874, 0.00043134]), array([-0.0153283 ,  0.00023496]), array([0.01348088, 0.00018173]), array([-0.01092838,  0.00011943]), array([5.13837635e-03, 2.64029115e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0005797093999999,0.000597,0.000597,0.000597,0.0005971809790896815,0.00010219416970491771,high
688,"(array([4.55552319e-03, 2.07527915e-05]), array([0.02076874, 0.00043134]), array([-0.0153283 ,  0.00023496]), array([0.01348088, 0.00018173]), array([-0.01092838,  0.00011943]), array([5.13837635e-03, 2.64029115e-05]), array([0.02443729, 0.00059718]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0006350475167363,0.0002,2.554603068885851e-07,0.0002,2.554603068885851e-07,0.00010219416970491771,low
689,"(array([0.02076874, 0.00043134]), array([-0.0153283 ,  0.00023496]), array([0.01348088, 0.00018173]), array([-0.01092838,  0.00011943]), array([5.13837635e-03, 2.64029115e-05]), array([0.02443729, 0.00059718]), array([-5.05430813e-04,  2.55460307e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00030025,0.0002,0.000328,0.0002,0.00032836490737035977,0.00010219416970491771,high
690,"(array([-0.0153283 ,  0.00023496]), array([0.01348088, 0.00018173]), array([-0.01092838,  0.00011943]), array([5.13837635e-03, 2.64029115e-05]), array([0.02443729, 0.00059718]), array([-5.05430813e-04,  2.55460307e-07]), array([-0.01812084,  0.00032836]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0002087006318595,3e-05,2.9e-05,2.9117913720259725e-05,2.9117913720259725e-05,0.00010219416970491771,low
691,"(array([0.01348088, 0.00018173]), array([-0.01092838,  0.00011943]), array([5.13837635e-03, 2.64029115e-05]), array([0.02443729, 0.00059718]), array([-5.05430813e-04,  2.55460307e-07]), array([-0.01812084,  0.00032836]), array([5.39610172e-03, 2.91179137e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001680585073265,1.663249493828946e-06,1.663324938288946e-06,0.0001,1.663324938288946e-06,0.00010219416970491771,low
692,"(array([-0.01092838,  0.00011943]), array([5.13837635e-03, 2.64029115e-05]), array([0.02443729, 0.00059718]), array([-5.05430813e-04,  2.55460307e-07]), array([-0.01812084,  0.00032836]), array([5.39610172e-03, 2.91179137e-05]), array([1.28969955e-03, 1.66332494e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.052e-05,0.0001,0.000369,0.000369373882625,0.0003693738826250049,0.00010219416970491771,high
693,"(array([5.13837635e-03, 2.64029115e-05]), array([0.02443729, 0.00059718]), array([-5.05430813e-04,  2.55460307e-07]), array([-0.01812084,  0.00032836]), array([5.39610172e-03, 2.91179137e-05]), array([1.28969955e-03, 1.66332494e-06]), array([-0.0192191 ,  0.00036937]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003688348418494,0.000196,0.0001,0.000196,0.00019636805770973073,0.00010219416970491771,high
694,"(array([0.02443729, 0.00059718]), array([-5.05430813e-04,  2.55460307e-07]), array([-0.01812084,  0.00032836]), array([5.39610172e-03, 2.91179137e-05]), array([1.28969955e-03, 1.66332494e-06]), array([-0.0192191 ,  0.00036937]), array([-0.01401314,  0.00019637]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001550011,2e-07,2.0000000000000002e-07,2.2e-07,2.3559307116321976e-07,0.00010219416970491771,low
695,"(array([-5.05430813e-04,  2.55460307e-07]), array([-0.01812084,  0.00032836]), array([5.39610172e-03, 2.91179137e-05]), array([1.28969955e-03, 1.66332494e-06]), array([-0.0192191 ,  0.00036937]), array([-0.01401314,  0.00019637]), array([4.85379306e-04, 2.35593071e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.82e-06,2e-06,2.0002e-06,2.2e-06,2.233959412705379e-06,0.00010219416970491771,low
696,"(array([-0.01812084,  0.00032836]), array([5.39610172e-03, 2.91179137e-05]), array([1.28969955e-03, 1.66332494e-06]), array([-0.0192191 ,  0.00036937]), array([-0.01401314,  0.00019637]), array([4.85379306e-04, 2.35593071e-07]), array([-1.49464357e-03,  2.23395941e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003690244604547,0.0001,0.000173,0.000173,0.0001734543659778134,0.00010219416970491771,high
697,"(array([5.39610172e-03, 2.91179137e-05]), array([1.28969955e-03, 1.66332494e-06]), array([-0.0192191 ,  0.00036937]), array([-0.01401314,  0.00019637]), array([4.85379306e-04, 2.35593071e-07]), array([-1.49464357e-03,  2.23395941e-06]), array([-0.01317021,  0.00017345]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000196837183536,0.0002,0.0003,0.00035,0.00041207161834191464,0.00010219416970491771,high
698,"(array([1.28969955e-03, 1.66332494e-06]), array([-0.0192191 ,  0.00036937]), array([-0.01401314,  0.00019637]), array([4.85379306e-04, 2.35593071e-07]), array([-1.49464357e-03,  2.23395941e-06]), array([-0.01317021,  0.00017345]), array([0.02029955, 0.00041207]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0002390466409,0.0002,0.00017,0.00018,0.00016687057830185777,0.00010219416970491771,high
699,"(array([-0.0192191 ,  0.00036937]), array([-0.01401314,  0.00019637]), array([4.85379306e-04, 2.35593071e-07]), array([-1.49464357e-03,  2.23395941e-06]), array([-0.01317021,  0.00017345]), array([0.02029955, 0.00041207]), array([0.01291784, 0.00016687]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004806937900688,0.0003,1.1867270535702972e-05,0.0003,1.1867270535702972e-05,0.00010219416970491771,low
700,"(array([-0.01401314,  0.00019637]), array([4.85379306e-04, 2.35593071e-07]), array([-1.49464357e-03,  2.23395941e-06]), array([-0.01317021,  0.00017345]), array([0.02029955, 0.00041207]), array([0.01291784, 0.00016687]), array([3.44489050e-03, 1.18672705e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00020477,0.0002,0.00024,0.00025,0.00025868620835635945,0.00010219416970491771,high
701,"(array([4.85379306e-04, 2.35593071e-07]), array([-1.49464357e-03,  2.23395941e-06]), array([-0.01317021,  0.00017345]), array([0.02029955, 0.00041207]), array([0.01291784, 0.00016687]), array([3.44489050e-03, 1.18672705e-05]), array([0.01608372, 0.00025869]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004116506580426,0.0001,1.533486376449761e-05,0.0001,1.533486376449761e-05,0.00010219416970491771,low
702,"(array([-1.49464357e-03,  2.23395941e-06]), array([-0.01317021,  0.00017345]), array([0.02029955, 0.00041207]), array([0.01291784, 0.00016687]), array([3.44489050e-03, 1.18672705e-05]), array([0.01608372, 0.00025869]), array([-3.91597546e-03,  1.53348638e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.573e-05,5.871629507428922e-07,0.0001,5.871629507428922e-07,5.871629507428922e-07,0.00010219416970491771,low
703,"(array([-0.01317021,  0.00017345]), array([0.02029955, 0.00041207]), array([0.01291784, 0.00016687]), array([3.44489050e-03, 1.18672705e-05]), array([0.01608372, 0.00025869]), array([-3.91597546e-03,  1.53348638e-05]), array([-7.66265588e-04,  5.87162951e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00028786,0.000202,0.0001,0.0002,0.0002024434154814785,0.00010219416970491771,high
704,"(array([0.02029955, 0.00041207]), array([0.01291784, 0.00016687]), array([3.44489050e-03, 1.18672705e-05]), array([0.01608372, 0.00025869]), array([-3.91597546e-03,  1.53348638e-05]), array([-7.66265588e-04,  5.87162951e-07]), array([0.01422826, 0.00020244]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00020056,0.00015,0.0001,0.00015,0.00015092298109332242,0.00010219416970491771,high
705,"(array([0.01291784, 0.00016687]), array([3.44489050e-03, 1.18672705e-05]), array([0.01608372, 0.00025869]), array([-3.91597546e-03,  1.53348638e-05]), array([-7.66265588e-04,  5.87162951e-07]), array([0.01422826, 0.00020244]), array([-0.01228507,  0.00015092]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00016941,0.0001,1.957608754514472e-05,0.0001,1.9576087545144718e-05,0.00010219416970491771,low
706,"(array([3.44489050e-03, 1.18672705e-05]), array([0.01608372, 0.00025869]), array([-3.91597546e-03,  1.53348638e-05]), array([-7.66265588e-04,  5.87162951e-07]), array([0.01422826, 0.00020244]), array([-0.01228507,  0.00015092]), array([4.42448726e-03, 1.95760875e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.878e-05,0.0001,0.000131,0.000131,0.00013105016564458503,0.00010219416970491771,high
707,"(array([0.01608372, 0.00025869]), array([-3.91597546e-03,  1.53348638e-05]), array([-7.66265588e-04,  5.87162951e-07]), array([0.01422826, 0.00020244]), array([-0.01228507,  0.00015092]), array([4.42448726e-03, 1.95760875e-05]), array([0.01144771, 0.00013105]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00013105,0.0001,3.7e-06,3.5e-06,3.6972600920125266e-06,0.00010219416970491771,low
